,author,statement,source,date,target
5516,Louis Jacobson,"""We're the highest taxed nation in the world.""",Donald Trump,"May 8, 2016",false
5517,Emma Hinchliffe,"""We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles.""",Sylvester Turner,"May 6, 2016",false
5518,Will Doran,"Says Bruce Springsteen ""only had 8,000 tickets sold"" for a Greensboro show and canceled after ""they didn’t get the ticket sales they wanted.""",Pat McCrory,"May 4, 2016",pants-fire
5519,Louis Jacobson,"Says Ted Cruz’s father ""was with Lee Harvey Oswald"" before the assassination of President John F. Kennedy.",Donald Trump,"May 3, 2016",pants-fire
5520,Chris Nichols,"""In the history of Republican primaries, I’ve gotten the most votes in the history of the Republican party.""",Donald Trump,"May 2, 2016",false
5521,Louis Jacobson,"""Frankly, (Hillary Clinton) doesn’t do very well with women.""",Donald Trump,"May 2, 2016",pants-fire
5522,W. Gardner,"If Austin voters reject Proposition 1, a ""completely new City-run"" criminal background check ""process will cost millions in processing fees, additional staff, and bureaucracy"" with taxpayers getting ""the bill.""",Ridesharing Works for Austin,"• April 30,",false
5523,C. Eugene,"""Today President Obama said there will NOT be a National Day of Prayer in May.""",Facebook posts,Jr. • April,pants-fire
5524,Chris Nichols,"""ISIS is making millions of dollars a week selling Libyan oil.""",Donald Trump,"April 27, 2016",false
5525,Jon Greenberg,"""I was totally against the war in Iraq, saying for many years that it would destabilize the Middle East.""",Donald Trump,"April 27, 2016",false
5526,Louis Jacobson,"Says President Barack Obama never said, ""No boots on the ground"" in Syria.",John Kirby,"April 27, 2016",false
5527,Allie Morris,"""A simple review of the Backroom’s health code records will reveal that the restaurant already has a long-standing problem with rodent infestations.""",Shawn O'Connor,"April 26, 2016",pants-fire
5528,Chris Nichols,"Says Target installed urinals in a women’s bathroom to ""accommodate the ones who have giblets.""",Facebook posts,"April 26, 2016",pants-fire
5529,Lauren Carroll,"""Dolphins are rapists. Look it up.""",Unbreakable Kimmy Schmidt,"April 22, 2016",false
5530,W. Gardner,"Says it’s ""absurd"" to say there’s enough data to establish a link between playing football and Chronic Traumatic Encephalopathy.",Jerry Jones,"• April 22,",pants-fire
5531,Will Doran,"The Human Rights Campaign is ""more powerful than the NRA.""",Pat McCrory,"April 21, 2016",false
5532,Anna Orso,"""Steve Santarsiero wrote PA’s Gun Safety Law.""",Steve Santarsiero,"April 21, 2016",false
5533,Aaron Sharockman,"Says professional football coach Rex Ryan ""won championships in New York. The AFC, I think, twice.""",Donald Trump,"April 20, 2016",false
5534,Alan Gathright,"The Colorado caucus system for selecting Republican delegates is ""rigged.""",Donald Trump,"April 19, 2016",false
5535,Amy Sherman,"""The chairman of the party of Florida, who is an avid and outward supporter of Marco Rubio, gets to appoint 30 of those delegates.""",Corey Lewandowski,"April 19, 2016",false
5536,Amy Sherman,"Says Jeb Bush and Marco Rubio ""had it set so that the winner takes everything, because they wanted to make sure that I didn't get anything"" in the Florida primary.",Donald Trump,"April 18, 2016",false
5537,Andrew Kessel,"""We’re the worst state in the country at moving people from welfare to work.""",Catherine Hanaway,"April 18, 2016",false
5538,W. Gardner,"Statistics show ""you are about nine times more likely to be assaulted by a taxi driver"" in Austin than a driver for a ride-hailing service.",Ellen Troxclair,"• April 15,",pants-fire
5539,C. Eugene,"""Every bit of plastic that has ever been created still exists.""",Jeff Bridges,Jr. • April,false
5540,Louis Jacobson,"""My numbers are better right now than Ronald Reagan's numbers were with Jimmy Carter.""",Donald Trump,"April 14, 2016",false
5541,Fauzeya Rahman,"""The Katy Freeway, or Interstate 10 west of Houston, is the widest freeway in the world, with up to 26 lanes, including frontage road lanes.""",Sylvester Turner,"April 13, 2016",false
5542,Sarah Hauer,"""Hedge fund managers and others in private equity pay much lower (tax) rates on their income than do truck drivers and teachers and nurses.""",Tammy Baldwin,"April 13, 2016",false
5543,Amy Sherman,"Florida’s regulations on the payday lending industry are ""stronger than almost any other state.""",Patrick Murphy,"April 12, 2016",false
5544,W. Gardner,Says there were over 600 reports of Texas votes for Donald Trump in the state’s 2016 Republican primary virtually all getting tallied for Marco Rubio.,Committee to Restore America's Greatness,"• April 11,",pants-fire
5545,James B.,"""For the votes that we got, I think we spent, on average, two bucks a pop. Compared to 42 bucks"" for incumbent Milwaukee County Executive Chris Abele.",Chris Larson,"• April 11,",false
5546,Jacqueline Tempera,"""Rhode Island: 3% bigger at low tide.""",Hilary Treadwell,"April 10, 2016",pants-fire
5547,Will Doran,"Charlotte’s anti-discrimination ordinance would have ""opened all bathrooms to all sexes at all times"" if it hadn’t been overturned.",Dan Forest,"April 8, 2016",false
5548,Alan Gathright,"""It’s clear"" that Hillary Clinton ""violated national security laws.""",Jack Graham,"April 8, 2016",false
5549,Riley Snyder,"Say Bernie Sanders ""won Nevada after all.""",Bloggers,"April 7, 2016",false
5550,C. Eugene,"""Many just call him 'Lyin' Ted.' ... His TV ad about John Kasich? Lie! Stations had to pull it off the air.""",New Day for America,Jr. • April,false
5551,Louis Jacobson,Says his campaign has released his past tax returns.,Bernie Sanders,"April 6, 2016",false
5552,Nadia Pflaum,"""Millionaires working side by side with George Soros are bankrolling (John Kasich’s) super PAC.""",Trusted Leadership PAC,"April 4, 2016",false
5553,Jon Greenberg,"""Evidence shows Zika virus turns fetus brains to liquid.""",Bloggers,"April 4, 2016",pants-fire
5554,Warren Fiske,"Supreme Court nominee Merrick Garland ""voted to uphold"" D.C.’s ban on handguns.",John Whitbeck,"April 4, 2016",false
5555,Linda Qiu,"""I'm the only candidate in the Democratic primary, or actually on either side, who Wall Street financiers and hedge fund managers are actually running ads against.""",Hillary Clinton,"April 3, 2016",pants-fire
5556,Anthony Cave,"The 2016 federal omnibus spending bill ""funds illegal immigrants coming in and through your border, right through Phoenix.""",Donald Trump,"April 1, 2016",pants-fire
5557,Nadia Pflaum,"""It was (Rob Portman’s) job to stop China’s illegal dumping of steel. He failed, looked the other way, did nothing.""",Ted Strickland,"April 1, 2016",false
5558,James B.,"Says Chris Abele ""has had five years and he’s done nothing"" about the Estabrook Dam.",Chris Larson,"• April 1,",false
5559,C. Eugene,Says Ted Cruz distributed the ad showing a nude Melania Trump on a rug.,Donald Trump,Jr. • March,false
5560,Will Doran,"""We have not taken away any rights that have currently existed in any city in North Carolina"" with the passage of HB2.",Pat McCrory,"March 30, 2016",false
5561,Lauren Carroll,"Says that when Michelle Fields ""found out that there was a security camera, and that they had her on tape, all of a sudden that story changed.""",Donald Trump,"March 30, 2016",pants-fire
5562,Tom Kertscher,"Wisconsin’s ""effective"" unemployment rate is 20 percent.",Donald Trump,"March 30, 2016",false
5563,Riley Snyder,"Nevada lawmakers ""permanently cut taxes for over 95 percent of Nevada’s businesses.""",Michael Roberson,"March 29, 2016",false
5564,James B.,"An image in a Chris Abele TV ad depicts ""wealthy citizens"" who would benefit from a ""lake"" created by the controversial Estabrook Dam.",Chris Abele,"• March 29,",pants-fire
5565,Jon Greenberg,"Under Hillary Clinton, State Department ""officials were sending official thank-yous to people who gave to the Clinton Foundation.""",Grover Norquist,"March 28, 2016",false
5566,Jacqueline Tempera,"""This unit is the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative.""",Coalition To Save Memorial Hospital Birthing Center,"March 27, 2016",false
5567,Fauzeya Rahman,"Says Barack Obama was happily photographed holding a T-shirt with revolutionary Ernesto ""Che"" Guevara’s face on it.",Sid Miller,"March 25, 2016",pants-fire
5568,Tom Kertscher,"Says her representation of an ex-boyfriend ""who was then my friend"" in a family law case is ""something that lawyers do on a regular basis.""",Rebecca Bradley,"March 25, 2016",false
5569,Joshua Gillin,"""Out of 67 counties (in Florida), I won 66, which is unprecedented. It's never happened before.""",Donald Trump,"March 24, 2016",pants-fire
5570,C. Eugene,"""When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go.""",Donald Trump,Jr. • March,false
5571,Jon Greenberg,"""Ukraine voluntarily gave up its nuclear weapons because the United States of America"" said it would ""ensure (its) territorial integrity from Russia.""",Ted Cruz,"March 23, 2016",false
5572,Linda Qiu,Says there are no political prisoners in Cuba.,Raúl Castro,"March 22, 2016",false
5573,Lauren Carroll,"Says Senate Republicans are ""following a longstanding tradition of not filling vacancies on the Supreme Court in the middle of a presidential election year.""",Mitch McConnell,"March 22, 2016",false
5574,W. Gardner,Ted Cruz is in negotiations to be Donald Trump’s running mate.,Facebook posts,"• March 22,",false
5575,Conner Smith,"""We have ten different tax brackets and if you’re making $9,000, you’re already in the top tax bracket.""",Eric Greitens,"March 22, 2016",false
5576,C. Eugene,"Says Donald Trump promised ""to take care of everybody (through government-run healthcare and) the government's going to pay for it.""",Club for Growth,Jr. • March,false
5577,Sean Gorman,"The Trump Winery near Charlottesville, Va. is the ""largest winery on the East Coast.""",Donald Trump,"March 21, 2016",false
5578,James B.,"In the primary election, a ""right-wing group spent more than $100,000,000 to support"" Supreme Court Justice Rebecca Bradley.",JoAnne Kloppenburg,"• March 21,",false
5579,Lauren Carroll,"Says Supreme Court nominee Merrick Garland ""voted, so the folks know, in Washington, D.C., to keep guns away from private citizens.""",Bill O'Reilly,"March 18, 2016",false
5580,Mark Dent,"""The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House.""",Brian Sims,"March 18, 2016",pants-fire
5581,James B.,"The Mitchell Park Domes ""lose about $1 million-plus every year"" and ""the number of people going to the Domes has been going down.""",Chris Abele,"• March 18,",false
5582,Linda Qiu,"Under the Iran nuclear deal, ""we give them $150 billion, we get nothing.""",Donald Trump,"March 17, 2016",false
5583,Nadia Pflaum,"""You know what Truman said, ‘You want a friend in Washington, buy a dog.’ """,John Kasich,"March 17, 2016",false
5584,W. Gardner,"""The fact is voter fraud is rampant.""",Greg Abbott,"• March 17,",pants-fire
5585,Jason Noble,"Says Hillary Clinton told the Des Moines Register on Aug. 8, 2015: ""I will get the NRA shut down for good if I become president. If we can ban handguns, we will do it.""",Viral image,"March 14, 2016",pants-fire
5586,Louis Jacobson,"Says the man who rushed the stage at him in Dayton, Ohio, ""had chatter about ISIS, or with ISIS"" in his social media posts.",Donald Trump,"March 13, 2016",false
5587,Linda Qiu,"""GDP was zero essentially for the last two quarters.""",Donald Trump,"March 11, 2016",false
